feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	structure_taxonomy_npclassifier_02superclass_consensus	structure_taxonomy_npclassifier_03class_consensus	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	score_taxo	score_max_consistency	final_score
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia multiflora	6103496.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia multiflora']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia scarlatiflora	160939.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia scarlatiflora']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia splendens	160937.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia splendens']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia tenuifolia	160935.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia tenuifolia']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia tubulosa	549035.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia tubulosa']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia angustisecta	1004349.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia angustisecta']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia ardens	735874.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia ardens']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia arequipensis	735876.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia arequipensis']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-WTMYBKBASA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8+,9-,10+,11-,12-/m0/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Adenia volkensii	734480.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Adenia']	['Adenia volkensii']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia auristipulata	735878.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia auristipulata']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia lirana	160949.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia lirana']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-MEPLYZCMSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8+,9-,10+,11-,12+/m0/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Lindackeria dentata	102535.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Achariaceae']	['Lindackerieae']	['Lindackeria']	['Lindackeria dentata']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia obtusa	160945.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia obtusa']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia humilis	735890.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia humilis']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-WTMYBKBASA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8+,9-,10+,11-,12-/m0/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Turnera diffusa	92073.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Turnera']	['Turnera diffusa']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Adenia digitata	989917.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Adenia']	['Adenia digitata']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Carica papaya	429474.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Caricaceae']	['Unknown']	['Carica']	['Carica papaya']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-MEPLYZCMSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8+,9-,10+,11-,12+/m0/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora herbertiana	972158.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Passiflora herbertiana']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-MEPLYZCMSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8+,9-,10+,11-,12+/m0/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora murucuja	500475.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Passiflora murucuja']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-MEPLYZCMSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8+,9-,10+,11-,12+/m0/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora perfoliata	307218.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Passiflora perfoliata']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-UHFFFAOYSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2	N#CC1(OC2OC(CO)C(O)C(O)C2O)C=CC(O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora	99202.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Unknown']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-MQOZHFKUSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8-,9-,10+,11-,12-/m0/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora discophora	1047399.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Passiflora discophora']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-MQOZHFKUSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8-,9-,10+,11-,12-/m0/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora foetida	415777.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Passiflora foetida']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-BUNZCYNESA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8-,9+,10-,11+,12+/m1/s1	N#C[C@]1(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora suberosa	790396.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Passiflora suberosa']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-MQOZHFKUSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8-,9-,10+,11-,12-/m0/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora tetrandra	449945.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Passiflora tetrandra']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-MQOZHFKUSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8-,9-,10+,11-,12-/m0/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora coriacea	243862.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Passiflora coriacea']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-BUNZCYNESA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8-,9+,10-,11+,12+/m1/s1	N#C[C@]1(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Passiflora capsularis	992811.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Passiflora']	['Passiflora capsularis']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-WTVGNPTKSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6?,7?,8?,9?,10?,11?,12-/m1/s1	N#C[C@@]1(OC2OC(CO)C(O)C(O)C2O)C=CC(O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Carpotroche brasiliensis	5763421.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Achariaceae']	['Lindackerieae']	['Carpotroche']	['Carpotroche brasiliensis']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-UKXAOYPBSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12+/m1/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Kiggelaria africana	729271.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Achariaceae']	['Pangieae']	['Kiggelaria']	['Kiggelaria africana']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-WTMYBKBASA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8+,9-,10+,11-,12-/m0/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Adenia cissampeloides	247377.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Adenia']	['Adenia cissampeloides']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-WTMYBKBASA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7+,8+,9-,10+,11-,12-/m0/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Adenia gracilis	115423.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Adenia']	['Adenia gracilis']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-UKXAOYPBSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12+/m1/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Turnera ulmifolia	762467.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Turnera']	['Turnera ulmifolia']	1	0	2.6336722373962402
294	19	Carbohydrates	Saccharides	Monosaccharides	0.40841803	ISDB	JRCWYCAEAZEYNW-QCMKSTAZSA-N	InChI=1S/C12H17NO7/c13-5-12(2-1-6(15)3-12)20-11-10(18)9(17)8(16)7(4-14)19-11/h1-2,6-11,14-18H,3-4H2/t6-,7-,8-,9+,10-,11+,12-/m1/s1	N#C[C@@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@@H](O)C1	C12H17NO7		287.10050188400004	JRCWYCAEAZEYNW	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	Malesherbia deserticola	735884.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Malesherbia']	['Malesherbia deserticola']	1	0	2.6336722373962402
