ATTRIBUTE_colony	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:2	GNPSGROUP:3	GNPSGROUP:4	GNPSGROUP:5	GNPSGROUP:6	GNPSGROUP:7	GNPSGROUP:Myrmecocystus mexicanus	GNPSGROUP:nd	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	35070.381360289015	358150.61324465164	347014.88862897723	89855.16726806674	38951.51570970746	145645.6819789865	142186.24834104508	142425.0054162165	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9163.0","main.cluster index_upperinput":"9163.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=43&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.2787	2.2787	0	N/A	N/A	7679967.467017804	54	9163	43	54	209.1535	1	209.1535	7679967.467017804
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	45833.497455746045	573767.3253694155	488131.1694125374	138124.38560404116	93533.46929470041	204462.94314130003	221331.153746625	170256.47125431776	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9167.0","main.cluster index_upperinput":"9167.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=420&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.4991	2.4991	0	N/A	N/A	11543284.842379287	52	9167	420	52	398.2020	1	398.2020	11543284.842379287
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	363409.79448497354	581678.5365656269	938772.4054980768	332938.8293777821	317801.5876736459	794448.562512893	521226.5548219977	596752.2892176607	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9168.0","main.cluster index_upperinput":"9168.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=140&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.7355	2.7355	0	N/A	N/A	28750439.83555318	54	9168	140	54	153.0909	1	153.0909	28750439.83555318
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	47185.23648041495	1108789.7688299958	727196.4255686924	74617.58428937495	89711.03369516312	202454.0931104883	306140.9896905014	236761.461513198	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9170.0","main.cluster index_upperinput":"9170.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=d4aca8b0f5d342488086b66b755dfd21&show=true	InChI=1S/C15H20O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h11-13H,1-2,4-8H2,3H3/t11?,12-,13?,15+/m0/s1	Isoalantolactone	0.8780459999999999	6.7588	6.7588	0	C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12	CCMSLIB00006694965	15976577.217868648	54	9170	29	54	233.1531	1	233.1531	15976577.217868648
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	44606.109653619256	681043.9745983733	602176.9927560402	81239.14311353369	69873.47135943887	83236.54054085049	208498.77094841853	205933.0678000384	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9171.0","main.cluster index_upperinput":"9171.0"}	This Node is a Singleton	N/A	N/A	N/A	5.2155	5.2155	0	N/A	N/A	11238408.00602756	54	9171	-1	54	298.2375	1	298.2375	11238408.00602756
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	112862.03623631666	109031.20065422318	267947.9402614948	114007.95015897539	11546.482856016197	10367.599329622906	80707.98793170342	69690.33112667057	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9172.0","main.cluster index_upperinput":"9172.0"}	This Node is a Singleton	N/A	N/A	N/A	1.8480	1.8480	0	N/A	N/A	4270090.093871723	39	9172	-1	39	604.3009	2	302.6505	4270090.093871723
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	171050.4911490578	236587.95123015932	147883.66392021423	133150.08267290806	83293.89542888994	191357.8310205344	150485.66679015453	137259.36865450622	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9174.0","main.cluster index_upperinput":"9174.0"}	This Node is a Singleton	N/A	N/A	N/A	3.2269	3.2269	0	N/A	N/A	8020415.621583159	54	9174	-1	54	659.3820	2	330.1910	8020415.621583159
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	32958.21146552833	852830.7223703483	501397.62354870077	70656.18620690383	61810.73442979502	87453.87162424154	215368.24818288258	212577.4173319356	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9175.0","main.cluster index_upperinput":"9175.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=461&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	5.4972	5.4972	0	N/A	N/A	11607558.755068082	54	9175	461	54	217.1587	1	217.1587	11607558.755068082
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	21015.030989235587	446642.3275010278	352705.34758364013	56240.092402575494	37479.33881264458	54392.74987629034	129128.64541584352	147429.13612986993	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9180.0","main.cluster index_upperinput":"9180.0"}	This Node is a Singleton	N/A	N/A	N/A	4.9766	4.9766	0	N/A	N/A	7119350.778167761	54	9180	-1	54	270.2060	1	270.2060	7119350.778167761
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	3282.8447601249986	262653.23325454287	237128.58549804744	318678.2246463059	27678.146585624112	10692.68250683791	118870.80470167479	59978.96378302874	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9181.0","main.cluster index_upperinput":"9181.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=754&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	1.2807	1.2807	0	N/A	N/A	5947888.726541271	31	9181	754	31	1114.3420	1	1114.3420	5947888.726541271
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	11775.486221088264	504337.9431964973	269492.4972722195	60836.1131494857	10466.063624927008	74210.3618030563	123346.69431009931	97506.55091401744	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9182.0","main.cluster index_upperinput":"9182.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	4.6999	4.6999	0	N/A	N/A	6454000.345576708	40	9182	3	40	185.1323	1	185.1323	6454000.345576708
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	15875.528908652346	680756.8470814822	315010.61065047886	52798.708433003	44832.73671173305	136235.0636046944	172464.7699547609	137629.94461282043	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9183.0","main.cluster index_upperinput":"9183.0"}	This Node is a Singleton	N/A	N/A	N/A	2.2768	2.2768	0	N/A	N/A	9034418.974821566	42	9183	-1	42	436.1452	1	436.1452	9034418.974821566
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	84338.32235141407	592793.3721853727	235051.391346674	69166.74942558646	167029.74841388295	137494.10514758228	198501.04447047642	159955.96891468496	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9184.0","main.cluster index_upperinput":"9184.0"}	This Node is a Singleton	N/A	N/A	N/A	4.1336	4.1336	0	N/A	N/A	10410695.796959395	54	9184	-1	54	298.1651	1	298.1651	10410695.796959395
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	199705.73393740196	199622.50694575484	167215.4816370789	34868.573304221725	95409.11614614734	118450.98954785582	125706.61483575011	105008.44721021481	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9185.0","main.cluster index_upperinput":"9185.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=867&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	4.0321	4.0321	0	N/A	N/A	6622571.860126224	54	9185	867	54	283.1899	1	283.1899	6622571.860126224
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	37482.879968267196	325928.08826244087	409421.44332838414	81648.42209163005	60854.68020904544	108202.55506904925	142696.64823927422	144608.8602990528	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9186.0","main.cluster index_upperinput":"9186.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=465&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.2348	3.2348	0	N/A	N/A	7720916.701399035	54	9186	465	54	193.1586	1	193.1586	7720916.701399035
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	1378291.1943756072	1441699.721050482	1911752.9179436844	102753.46895092879	1260751.5140873697	705727.480434564	1085636.9863473552	874057.4264025444	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9188.0","main.cluster index_upperinput":"9188.0"}	This Node is a Singleton	N/A	N/A	N/A	1.1012	1.1012	0	N/A	N/A	56931760.7831987	44	9188	-1	44	220.0814	1	220.0814	56931760.7831987
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	205104.87168627788	1137479.1890154695	287599.21451988915	63178.792390985305	372778.5971699866	252706.56650707353	370787.6705504416	299559.9354564675	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9190.0","main.cluster index_upperinput":"9190.0"}	This Node is a Singleton	N/A	N/A	N/A	4.2789	4.2789	0	N/A	N/A	19452712.32897206	54	9190	-1	54	277.1062	1	277.1062	19452712.32897206
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	87100.21286541944	552902.5989076361	1046344.8974739871	108649.51846590357	79337.97642641312	432660.725756354	320818.00462217716	278753.33171396505	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9191.0","main.cluster index_upperinput":"9191.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=140&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.0855	2.0855	0	N/A	N/A	16987654.866331864	54	9191	140	54	169.1223	1	169.1223	16987654.866331864
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	46113.5765275059	727718.3716369101	361422.3859503324	57080.76950667198	78270.79474584376	342162.70945097244	237970.733087817	199441.70318969325	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9194.0","main.cluster index_upperinput":"9194.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=68&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	5.4937	5.4937	0	N/A	N/A	12542187.347557131	48	9194	68	48	194.0641	1	194.0641	12542187.347557131
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	2623195.897061338	4096782.029498993	3430933.7040160685	3306726.615333608	3435781.1651602355	3142007.261737792	3338366.149771756	1904823.8722404893	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9197.0","main.cluster index_upperinput":"9197.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.4104	0.4104	0	N/A	N/A	168803433.8674247	54	9197	3	54	185.0419	1	185.0419	168803433.8674247
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	101680.12592322878	85588.75193046762	59113.53742747289	219508.04928678327	47664.93136897671	3794.005752667641	78467.98823560287	18383.218409499743	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9201.0","main.cluster index_upperinput":"9201.0"}	This Node is a Singleton	N/A	N/A	N/A	1.9678	1.9678	0	N/A	N/A	3756593.206113728	33	9201	-1	33	334.1611	1	334.1611	3756593.206113728
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	16461.733920241186	456517.0169446432	272490.7948743727	72835.83409644636	17133.313788102492	13237.193307274898	109827.06820102394	59209.48233884509	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9202.0","main.cluster index_upperinput":"9202.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=157&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	1.8197	1.8197	0	N/A	N/A	5525720.9959578635	43	9202	157	43	177.1022	1	177.1022	5525720.9959578635
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	81549.74379467238	464763.27249632624	249713.72270906856	55198.81421146091	104612.13889100864	168430.68147351797	169318.96412209424	156739.62136570123	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9206.0","main.cluster index_upperinput":"9206.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=493&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.1240	3.1240	0	N/A	N/A	9042589.320541944	54	9206	493	54	186.1125	1	186.1125	9042589.320541944
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	8148.144341344715	107054.54032219683	33119.55450781038	121283.32417936108	30805.663012555677	2644.8420813961593	46305.96407981778	37140.671485394	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9209.0","main.cluster index_upperinput":"9209.0"}	This Node is a Singleton	N/A	N/A	N/A	2.9481	2.9481	0	N/A	N/A	2427199.71955477	30	9209	-1	30	694.3593	2	347.6796	2427199.71955477
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	2683.153383973395	317128.6692577292	421738.39843228576	56009.95767872211	22512.11330002718	131847.87110728232	128237.41183975204	91674.9277895657	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9210.0","main.cluster index_upperinput":"9210.0"}	This Node is a Singleton	N/A	N/A	N/A	3.0601	3.0601	0	N/A	N/A	6632320.366945119	42	9210	-1	42	189.1273	1	189.1273	6632320.366945119
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	236651.11888890437	110809.90910838288	187152.32806359715	205960.47081287688	59379.45329032439	51896.742407057936	123940.31909629534	46972.489597340435	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9211.0","main.cluster index_upperinput":"9211.0"}	This Node is a Singleton	N/A	Spectral Match to Asn-Phe from NIST14	0.863985	2.0396	2.0396	0	N/A	CCMSLIB00003137087	6077034.59520831	43	9211	-1	43	280.1288	1	280.1288	6077034.59520831
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	55124028.13863254	702575.5979670195	1402141.8434714554	40767333.23019946	277451.5392980205	419311.6856772945	13798311.726746105	2291295.681005228	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9212.0","main.cluster index_upperinput":"9212.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.8404	0.8404	0	N/A	N/A	653052704.8783627	53	9212	10	53	275.9928	1	275.9928	653052704.8783627
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	15838.951495425037	339834.49782407784	72579.99295492916	150866.14728000396	15211.87925216865	198740.532741225	120422.23731741105	91751.84449520674	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9213.0","main.cluster index_upperinput":"9213.0"}	This Node is a Singleton	N/A	N/A	N/A	3.6839	3.6839	0	N/A	N/A	6273437.672562562	50	9213	-1	50	310.2012	1	310.2012	6273437.672562562
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	93746.85464826974	655307.4606591625	450102.58228751057	94576.11711988963	125236.39479237565	261386.0376384235	247552.58900365367	229834.1277034583	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9214.0","main.cluster index_upperinput":"9214.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=553&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	6.0764	6.0764	0	N/A	N/A	13226092.115795732	54	9214	553	54	151.0753	1	151.0753	13226092.115795732
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	54952.652792640256	823688.7662547353	428711.2652173133	81430.35242253952	84535.3120264385	131654.5430720829	223244.94024610965	208478.04554378285	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9215.0","main.cluster index_upperinput":"9215.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=553&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	7.1682	7.1682	0	N/A	N/A	11937091.615671307	54	9215	553	54	151.0753	1	151.0753	11937091.615671307
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	83266.31339542534	687692.0106974022	798441.8904881832	131976.8055664417	123790.62612379949	359689.7088583352	312788.751202117	280441.39414421626	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9217.0","main.cluster index_upperinput":"9217.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=595&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.6674	3.6674	0	N/A	N/A	16631813.70845111	54	9217	595	54	207.1379	1	207.1379	16631813.70845111
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	24769.450289643573	380672.5079222713	248449.38346136146	28807.222274171265	32122.258691141455	121488.56095204825	117120.33987066889	100640.51381557959	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9220.0","main.cluster index_upperinput":"9220.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=420&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	2.6176	2.6176	0	N/A	N/A	6192659.7445754055	51	9220	420	51	420.1866	1	420.1866	6192659.7445754055
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	2901487.81851021	1779345.8860447523	47441121.411584854	1038164.2467310545	876387.4591541402	2027970.5088656673	6569620.2295905715	3151621.3548024124	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9221.0","main.cluster index_upperinput":"9221.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=585&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	0.6656	0.6656	0	N/A	N/A	327415501.3995856	34	9221	585	34	233.0634	1	233.0634	327415501.3995856
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	309442.0845249688	151795.89915779402	998700.8702585921	357645.9341524254	69193.45340147325	19014.29650305596	246415.1598957211	211781.03365519035	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9222.0","main.cluster index_upperinput":"9222.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=13&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.5251	3.5251	0	N/A	N/A	13029345.624444695	37	9222	13	37	378.2392	1	378.2392	13029345.624444695
nd,7,5,4,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145127.5907325144	4406.425565076276	36923.54997178427	0.0	66051.66846575204	37950.59865684187	26489.8656526685	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9225.0","main.cluster index_upperinput":"9225.0"}	This Node is a Singleton	N/A	N/A	N/A	2.4893	2.4893	0	N/A	N/A	1957646.4634360739	19	9225	-1	19	324.1807	1	324.1807	1957646.4634360739
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	311227.0336616852	113468.21092733367	293312.24317933666	218919.88581964906	19038.05453787946	6854.629448274573	127312.1360477227	87981.2293247263	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9226.0","main.cluster index_upperinput":"9226.0"}	This Node is a Singleton	N/A	N/A	N/A	2.2003	2.2003	0	N/A	N/A	6560208.092793053	34	9226	-1	34	943.5163	2	472.2581	6560208.092793053
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	157115.49912165446	392808.7735847627	403743.1806925216	190855.2656607594	210059.50612280337	224991.05127004042	248042.20522507033	253042.54246093985	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9227.0","main.cluster index_upperinput":"9227.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=230&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.6134	3.6134	0	N/A	N/A	13434281.780040758	54	9227	230	54	316.1754	1	316.1754	13434281.780040758
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	171230.16515398957	382109.4712141511	292699.43349111645	160745.57801786243	106560.61844236811	251060.32521631842	207686.6304018938	250495.4029026036	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9228.0","main.cluster index_upperinput":"9228.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=230&task=d4aca8b0f5d342488086b66b755dfd21&show=true	N/A	N/A	N/A	3.4633	3.4633	0	N/A	N/A	11557548.221707944	54	9228	230	54	316.1755	1	316.1755	11557548.221707944
nd,7,5,6,4,2,3	nd,Myrmecocystus mexicanus	0.0	0.0	0.0	0.0	0.0	0.0	21538.7314755454	268428.5540615378	306447.19235056976	49620.39586218128	29693.338662106864	124549.83733872768	111442.26923188163	116340.7526574121	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=d4aca8b0f5d342488086b66b755dfd21&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"9229.0","main.cluster index_upperinput":"9229.0"}	This Node is a Singleton	N/A	N/A	N/A	2.5752	2.5752	0	N/A	N/A	6057070.405925851	53	9229	-1	53	251.1257	1	251.1257	6057070.405925851
